ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
201412;7040406;7;4;4;6;2;2341;1249;0;0;0;0;0
201412;7050501;7;5;5;1;2;3475;2199;6485;3713;0;0;0
201412;7050502;7;5;5;2;2;5053;1428;439;780;0;0;0
201412;7050503;7;5;5;3;2;5272;1376;1855;584;0;0;19
201412;7050504;7;5;5;4;2;1538;115;3332;495;0;0;0
201412;7050505;7;5;5;5;2;222;877;7387;1959;0;0;15
201412;7050506;7;5;5;6;2;0;0;1689;514;0;0;6
201412;7060601;7;6;6;1;2;1513;398;6166;1824;0;0;0
201412;7060602;7;6;6;2;2;360;84;3682;480;0;0;0
201412;7060603;7;6;6;3;2;2321;416;3;0;0;0;0
201412;7060604;7;6;6;4;2;9568;960;2643;488;0;0;184
201412;7070701;7;7;7;1;2;4254;707;4272;1172;0;0;3
201412;7070702;7;7;7;2;2;1161;577;7124;1246;0;0;43
201412;7070703;7;7;7;3;2;4472;382;1939;687;0;0;0
201412;7070704;7;7;7;4;2;5964;117;1880;167;0;0;0
201412;7070705;7;7;7;5;2;0;0;6198;807;0;0;3
201412;7070706;7;7;7;6;2;0;0;3248;475;0;0;0
201412;7070707;7;7;7;7;2;483;0;2141;165;0;0;34
201412;8010115;8;1;1;15;1;3;861;3;0;0;0;0
201412;8010116;8;1;1;16;1;2029;1495;0;0;0;0;0
201412;8010117;8;1;1;17;1;14101;2007;0;0;0;0;0
201412;8010118;8;1;1;18;1;6161;5612;0;0;0;0;0
201412;8010211;8;1;2;11;1;5246;4958;0;0;0;0;0
201412;8010212;8;1;2;12;1;4949;2525;0;0;0;0;0
201412;8010213;8;1;2;13;1;10153;2659;0;0;0;0;0
201412;8010214;8;1;2;14;1;4617;3632;0;0;0;0;0
201412;8010301;8;1;3;1;1;22020;6119;0;0;0;0;0
201412;8010302;8;1;3;2;1;3258;522;0;0;0;0;0
201412;8010303;8;1;3;3;1;3032;5520;0;0;0;0;0
201412;8010404;8;1;4;4;1;17975;5422;0;0;0;0;0
201412;8010405;8;1;4;5;1;7202;1833;0;0;0;0;0
201412;8010406;8;1;4;6;1;6494;537;0;0;0;0;0
201412;8010407;8;1;4;7;1;788;13;0;0;0;0;0
201412;8010508;8;1;5;8;1;5083;391;0;0;0;0;0
201412;8010509;8;1;5;9;1;7614;1894;0;0;0;0;0
201412;8010510;8;1;5;10;1;59;224;70;30;0;0;0
201412;8020619;8;2;6;19;2;4119;3341;3110;9;0;0;0
201412;8020620;8;2;6;20;2;6895;2331;0;0;0;0;0
201412;8020621;8;2;6;21;2;1885;226;207;0;0;0;0
201412;8020622;8;2;6;22;2;2458;896;8598;2243;0;0;0
201412;8020623;8;2;6;23;2;607;657;0;0;0;0;0
201412;8020624;8;2;6;24;2;1035;107;0;0;0;0;0
201412;8020625;8;2;6;25;2;1241;1185;807;98;0;0;0
201412;8020726;8;2;7;26;2;4966;761;2208;356;0;0;0
201412;8020727;8;2;7;27;2;8960;1269;1157;47;0;0;3
201412;8020728;8;2;7;28;2;7191;547;518;30;0;0;0
201412;8030829;8;3;8;29;2;9747;2544;36;0;0;0;0
201412;8030830;8;3;8;30;2;6295;977;0;0;0;0;0
201412;8030831;8;3;8;31;2;15591;1043;157;76;0;0;0
