ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
202012;04041136;04;04;11;36;2;0;0;0;0;2599;571;3
202012;04041137;04;04;11;37;2;0;0;0;0;5310;2954;0
202012;04041238;04;04;12;38;2;0;0;0;0;4791;1290;0
202012;04041239;04;04;12;39;2;0;0;0;15;275;39;709
202012;04041240;04;04;12;40;2;0;0;0;0;982;531;0
202012;04041241;04;04;12;41;2;0;0;0;0;5763;1260;0
202012;04041342;04;04;13;42;2;0;0;0;0;2739;1439;0
202012;04041343;04;04;13;43;2;0;0;0;0;2956;618;0
202012;04041344;04;04;13;44;2;0;0;0;0;7247;3346;0
202012;04051445;04;05;14;45;1;0;0;1988;1893;1342;1273;0
202012;04051446;04;05;14;46;1;0;0;0;0;7437;3611;0
202012;04051447;04;05;14;47;1;0;0;0;0;4038;1245;0
202012;04051448;04;05;14;48;1;0;0;0;0;6139;3195;0
202012;04051549;04;05;15;49;1;0;0;1482;1634;275;1324;0
202012;04051550;04;05;15;50;1;0;0;0;0;3679;1946;0
202012;04051551;04;05;15;51;1;0;0;1000;1689;536;1211;0
202012;04051652;04;05;16;52;1;0;0;0;0;6866;2968;0
202012;04051653;04;05;16;53;1;0;0;0;0;5609;1304;0
202012;04051654;04;05;16;54;1;0;0;0;0;1798;1273;0
202012;04051655;04;05;16;55;1;0;0;0;0;3849;3640;0
202012;04051656;04;05;16;56;1;0;0;0;0;4827;2745;0
202012;04061757;04;06;17;57;2;0;0;13;0;42;7;0
202012;05010101;05;01;01;01;2;411;0;8091;2161;0;0;9
202012;05010102;05;01;01;02;2;0;0;7673;827;0;0;0
202012;05010103;05;01;01;03;2;0;0;6411;1194;0;0;3
202012;05010204;05;01;02;04;2;3157;293;169;0;0;0;0
202012;05010205;05;01;02;05;2;1962;349;0;0;0;0;3
202012;05010206;05;01;02;06;2;2049;240;7096;1306;0;0;12
202012;05010207;05;01;02;07;2;10084;1386;0;0;0;0;77
202012;05010208;05;01;02;08;2;5658;2051;0;0;0;0;0
202012;05010209;05;01;02;09;2;1152;230;2788;1888;0;0;10
202012;05010310;05;01;03;10;2;3368;657;0;0;0;0;0
202012;05010311;05;01;03;11;2;642;2992;1517;605;0;0;0
202012;05010312;05;01;03;12;2;4687;1750;593;305;0;0;0
202012;05010313;05;01;03;13;2;5499;1254;0;0;0;0;0
202012;05010314;05;01;03;14;2;4707;2665;3019;1949;0;0;0
202012;05010339;05;01;03;39;2;187;770;0;0;0;0;0
202012;05020415;05;02;04;15;2;3348;473;0;0;0;0;18
202012;05020416;05;02;04;16;2;1570;124;0;0;0;0;0
202012;05020417;05;02;04;17;2;4181;663;552;381;0;0;3
202012;05020418;05;02;04;18;2;2499;581;1126;180;0;0;0
202012;05020419;05;02;04;19;2;6300;900;0;0;0;0;0
202012;05020420;05;02;04;20;2;722;251;0;0;0;0;197
202012;05020521;05;02;05;21;2;2709;535;0;0;0;0;10
202012;05020522;05;02;05;22;2;6408;1163;0;0;0;0;0
202012;05020523;05;02;05;23;2;10302;2096;0;0;0;0;0
202012;05020524;05;02;05;24;2;2942;356;2656;287;0;0;0
202012;05020625;05;02;06;25;2;4625;2975;0;0;0;0;258
202012;05020626;05;02;06;26;2;12406;5862;0;0;0;0;0
202012;05020627;05;02;06;27;2;2190;2257;6;0;0;0;0
202012;05020628;05;02;06;28;2;1337;666;0;0;0;0;0
202012;05020629;05;02;06;29;2;68;0;3216;1095;57;0;0
202012;05030730;05;03;07;30;2;1293;1233;2079;3;0;0;0
202012;05030731;05;03;07;31;2;3882;1437;5067;1197;0;0;302
202012;05030832;05;03;08;32;2;6872;2490;2509;383;0;0;0
202012;05030833;05;03;08;33;2;315;171;0;0;0;0;0
202012;05040934;05;04;09;34;2;0;0;1897;390;859;48;4
202012;05040935;05;04;09;35;2;0;0;388;41;15;0;0
202012;05040936;05;04;09;36;2;0;0;7741;628;1846;3;97
202012;05040937;05;04;09;37;2;0;0;1647;110;432;6;3
202012;05040938;05;04;09;38;2;0;0;2818;294;548;0;22
202012;06010101;06;01;01;01;2;0;0;0;0;5508;1480;0
202012;06010102;06;01;01;02;2;0;0;298;435;5423;2652;0
202012;06010103;06;01;01;03;2;0;0;0;0;4063;2218;0
202012;06010204;06;01;02;04;2;0;0;3478;1472;1419;518;0
202012;06010205;06;01;02;05;2;0;0;3753;2554;2461;1110;3
202012;06010206;06;01;02;06;2;0;0;2851;1210;2202;1431;0
